[4, 7, -3, 0, 1, 8, 28, 13, 49, 21]
[4, -3, 7, 0, 1, 8, 28, 13, 49, 21]
[4, -3, 0, 7, 1, 8, 28, 13, 49, 21]
[4, -3, 0, 1, 7, 8, 28, 13, 49, 21]
[4, -3, 0, 1, 7, 8, 28, 13, 49, 21]
[4, -3, 0, 1, 7, 8, 28, 13, 49, 21]
[4, -3, 0, 1, 7, 8, 13, 28, 49, 21]
[4, -3, 0, 1, 7, 8, 13, 28, 49, 21]
[4, -3, 0, 1, 7, 8, 13, 28, 21, 49]
[-3, 4, 0, 1, 7, 8, 13, 28, 21, 49]
[-3, 0, 4, 1, 7, 8, 13, 28, 21, 49]
[-3, 0, 1, 4, 7, 8, 13, 28, 21, 49]
[-3, 0, 1, 4, 7, 8, 13, 28, 21, 49]
[-3, 0, 1, 4, 7, 8, 13, 28, 21, 49]
[-3, 0, 1, 4, 7, 8, 13, 28, 21, 49]
[-3, 0, 1, 4, 7, 8, 13, 28, 21, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
[-3, 0, 1, 4, 7, 8, 13, 21, 28, 49]
